# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-03-09 11:56:06 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455420 SACRAMENTO R A RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455420
#    DD parameter statistic   Description
#    06   72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	06_72137_00003	06_72137_00003_cd
USGS	11455420	2013-05-01	8830	P
USGS	11455420	2013-05-02	8110	P
USGS	11455420	2013-05-03	5590	P
USGS	11455420	2013-05-04	2550	P
USGS	11455420	2013-05-05	5520	P
USGS	11455420	2013-05-06	7130	P
USGS	11455420	2013-05-07	6180	P
USGS	11455420	2013-05-08	6770	P
USGS	11455420	2013-05-09	7980	P
USGS	11455420	2013-05-10	8990	P
USGS	11455420	2013-05-11	8860	P
USGS	11455420	2013-05-12	8710	P
USGS	11455420	2013-05-13	8990	P
USGS	11455420	2013-05-14	8910	P
USGS	11455420	2013-05-15	10200	P
USGS	11455420	2013-05-16	10500	P
USGS	11455420	2013-05-17	11000	P
USGS	11455420	2013-05-18	10900	P
USGS	11455420	2013-05-19	8810	P
USGS	11455420	2013-05-20	5930	P
USGS	11455420	2013-05-21	6520	P
USGS	11455420	2013-05-22	7750	P
USGS	11455420	2013-05-23	6980	P
USGS	11455420	2013-05-24	5550	P
USGS	11455420	2013-05-25	4190	P
USGS	11455420	2013-05-26	5180	P
USGS	11455420	2013-05-27	7190	P
USGS	11455420	2013-05-28	7320	P
USGS	11455420	2013-05-29	10300	P
USGS	11455420	2013-05-30	12300	P
USGS	11455420	2013-05-31	9510	P
USGS	11455420	2013-06-01	5690	P
USGS	11455420	2013-06-02	3810	P
USGS	11455420	2013-06-03	4320	P
USGS	11455420	2013-06-04	8670	P
USGS	11455420	2013-06-05	9170	P
USGS	11455420	2013-06-06	7790	P
USGS	11455420	2013-06-07	5830	P
USGS	11455420	2013-06-08	1920	P
USGS	11455420	2013-06-09	7950	P
USGS	11455420	2013-06-10	12500	P
USGS	11455420	2013-06-11	10900	P
USGS	11455420	2013-06-12	11400	P
USGS	11455420	2013-06-13	12800	P
USGS	11455420	2013-06-14	8020	P
USGS	11455420	2013-06-15	6070	P
USGS	11455420	2013-06-16	8120	P
USGS	11455420	2013-06-17	7300	P
USGS	11455420	2013-06-18	6520	P
USGS	11455420	2013-06-19	7450	P
USGS	11455420	2013-06-20	4920	P
USGS	11455420	2013-06-21	4400	P
USGS	11455420	2013-06-22	3900	P
USGS	11455420	2013-06-23	6400	P
USGS	11455420	2013-06-24	8780	P
USGS	11455420	2013-06-25	8500	P
USGS	11455420	2013-06-26	9260	P
USGS	11455420	2013-06-27	10400	P
USGS	11455420	2013-06-28	10600	P
USGS	11455420	2013-06-29	10200	P
USGS	11455420	2013-06-30	9620	P
USGS	11455420	2013-07-01	9660	P
USGS	11455420	2013-07-02	7900	P
USGS	11455420	2013-07-03	8930	P
USGS	11455420	2013-07-04	8220	P
USGS	11455420	2013-07-05	8690	P
USGS	11455420	2013-07-06	8420	P
USGS	11455420	2013-07-07	9080	P
USGS	11455420	2013-07-08	10300	P
USGS	11455420	2013-07-09	9290	P
USGS	11455420	2013-07-10	8350	P
USGS	11455420	2013-07-11	9820	P
USGS	11455420	2013-07-12	10500	P
USGS	11455420	2013-07-13	9900	P
USGS	11455420	2013-07-14	9360	P
USGS	11455420	2013-07-15	9480	P
USGS	11455420	2013-07-16	10600	P
USGS	11455420	2013-07-17	10000	P
USGS	11455420	2013-07-18	7760	P
USGS	11455420	2013-07-19	7330	P
USGS	11455420	2013-07-20	7540	P
USGS	11455420	2013-07-21	8430	P
USGS	11455420	2013-07-22	10600	P
USGS	11455420	2013-07-23	10400	P
USGS	11455420	2013-07-24	9480	P
USGS	11455420	2013-07-25	9400	P
USGS	11455420	2013-07-26	10300	P
USGS	11455420	2013-07-27	10200	P
USGS	11455420	2013-07-28	9960	P
USGS	11455420	2013-07-29	10700	P
USGS	11455420	2013-07-30	10700	P
USGS	11455420	2013-07-31	9700	P
USGS	11455420	2013-08-01	10400	P
USGS	11455420	2013-08-02	9020	P
USGS	11455420	2013-08-03	9660	P
USGS	11455420	2013-08-04	11200	P
USGS	11455420	2013-08-05	9730	P
USGS	11455420	2013-08-06	9310	P
USGS	11455420	2013-08-07	10400	P
USGS	11455420	2013-08-08	9170	P
USGS	11455420	2013-08-09	8810	P
USGS	11455420	2013-08-10	9800	P
USGS	11455420	2013-08-11	9630	P
USGS	11455420	2013-08-12	9920	P
USGS	11455420	2013-08-13	9930	P
USGS	11455420	2013-08-14	8680	P
USGS	11455420	2013-08-15	8720	P
USGS	11455420	2013-08-16	9360	P
USGS	11455420	2013-08-17	9420	P
USGS	11455420	2013-08-18	8950	P
USGS	11455420	2013-08-19	7910	P
USGS	11455420	2013-08-20	8590	P
USGS	11455420	2013-08-21	11000	P
USGS	11455420	2013-08-22	11300	P
USGS	11455420	2013-08-23	10800	P
USGS	11455420	2013-08-24	10600	P
USGS	11455420	2013-08-25	11800	P
USGS	11455420	2013-08-26	11700	P
USGS	11455420	2013-08-27	10600	P
USGS	11455420	2013-08-28	10900	P
USGS	11455420	2013-08-29	11400	P
USGS	11455420	2013-08-30	9970	P
USGS	11455420	2013-08-31	8670	P
USGS	11455420	2013-09-01	9620	P
USGS	11455420	2013-09-02	9870	P
USGS	11455420	2013-09-03	9360	P
USGS	11455420	2013-09-04	9020	P
USGS	11455420	2013-09-05	9360	P
USGS	11455420	2013-09-06	9620	P
USGS	11455420	2013-09-07	7610	P
USGS	11455420	2013-09-08	7820	P
USGS	11455420	2013-09-09	7710	P
USGS	11455420	2013-09-10	7930	P
USGS	11455420	2013-09-11	11000	P
USGS	11455420	2013-09-12	9400	P
USGS	11455420	2013-09-13	7780	P
USGS	11455420	2013-09-14	7550	P
USGS	11455420	2013-09-15	8020	P
USGS	11455420	2013-09-16	7400	P
USGS	11455420	2013-09-17	7770	P
USGS	11455420	2013-09-18	7320	P
USGS	11455420	2013-09-19	5200	P
USGS	11455420	2013-09-20	5170	P
USGS	11455420	2013-09-21	6920	P
USGS	11455420	2013-09-22	7330	P
USGS	11455420	2013-09-23	6570	P
USGS	11455420	2013-09-24	6170	P
USGS	11455420	2013-09-25	8300	P
USGS	11455420	2013-09-26	8520	P
USGS	11455420	2013-09-27	7000	P
USGS	11455420	2013-09-28	6160	P
USGS	11455420	2013-09-29	6130	P
USGS	11455420	2013-09-30	5710	P
USGS	11455420	2013-10-01	5950	P
USGS	11455420	2013-10-02	5900	P
USGS	11455420	2013-10-03	6420	P
USGS	11455420	2013-10-04	4100	P
USGS	11455420	2013-10-05	3720	P
USGS	11455420	2013-10-06	3680	P
USGS	11455420	2013-10-07	3290	P
USGS	11455420	2013-10-08	3640	P
USGS	11455420	2013-10-09	5340	P
USGS	11455420	2013-10-10	6480	P
USGS	11455420	2013-10-11	5780	P
USGS	11455420	2013-10-12	4890	P
USGS	11455420	2013-10-13	5550	P
USGS	11455420	2013-10-14	4710	P
USGS	11455420	2013-10-15	3230	P
USGS	11455420	2013-10-16	3270	P
USGS	11455420	2013-10-17	3260	P
USGS	11455420	2013-10-18	3930	P
USGS	11455420	2013-10-19	3730	P
USGS	11455420	2013-10-20	3630	P
USGS	11455420	2013-10-21	5190	P
USGS	11455420	2013-10-22	5930	P
USGS	11455420	2013-10-23	5500	P
USGS	11455420	2013-10-24	8110	P
USGS	11455420	2013-10-25	8690	P
USGS	11455420	2013-10-26	5360	P
USGS	11455420	2013-10-27	3580	P
USGS	11455420	2013-10-28	9330	P
USGS	11455420	2013-10-29	8540	P
USGS	11455420	2013-10-30	6890	P
USGS	11455420	2013-10-31	5520	P
USGS	11455420	2013-11-01	4060	P
USGS	11455420	2013-11-02	4030	P
USGS	11455420	2013-11-03	5460	P
USGS	11455420	2013-11-04	5880	P
USGS	11455420	2013-11-05	7020	P
USGS	11455420	2013-11-06	6880	P
USGS	11455420	2013-11-07	6080	P
USGS	11455420	2013-11-08	6090	P
USGS	11455420	2013-11-09	5230	P
USGS	11455420	2013-11-10	5160	P
USGS	11455420	2013-11-11	6070	P
USGS	11455420	2013-11-12	6130	P
USGS	11455420	2013-11-13	4910	P
USGS	11455420	2013-11-14	4140	P
USGS	11455420	2013-11-15	4570	P
USGS	11455420	2013-11-16	5210	P
USGS	11455420	2013-11-17	5710	P
USGS	11455420	2013-11-18	5830	P
USGS	11455420	2013-11-19	6950	P
USGS	11455420	2013-11-20	7930	P
USGS	11455420	2013-11-21	10900	P
USGS	11455420	2013-11-22	7550	P
USGS	11455420	2013-11-23	5800	P
USGS	11455420	2013-11-28	4120	P
USGS	11455420	2013-11-29	5290	P
USGS	11455420	2013-11-30	4870	P
USGS	11455420	2013-12-01	5010	P
USGS	11455420	2013-12-02	3710	P
USGS	11455420	2013-12-03	6290	P
USGS	11455420	2013-12-04	8500	P
USGS	11455420	2013-12-05	7770	P
USGS	11455420	2013-12-06	6700	P
USGS	11455420	2013-12-07	8500	P
USGS	11455420	2013-12-08	9420	P
USGS	11455420	2013-12-09	7060	P
USGS	11455420	2013-12-10	5200	P
USGS	11455420	2013-12-11	5340	P
USGS	11455420	2013-12-12	5460	P
USGS	11455420	2013-12-13	5760	P
USGS	11455420	2013-12-14	6630	P
USGS	11455420	2013-12-15	5560	P
USGS	11455420	2013-12-16	5480	P
USGS	11455420	2013-12-17	5160	P
USGS	11455420	2013-12-18	5370	P
USGS	11455420	2013-12-19	8270	P
USGS	11455420	2013-12-20	7120	P
USGS	11455420	2013-12-21	7840	P
USGS	11455420	2013-12-22	8250	P
USGS	11455420	2013-12-23	7440	P
USGS	11455420	2013-12-24	6590	P
USGS	11455420	2013-12-25	6800	P
USGS	11455420	2013-12-26	6030	P
USGS	11455420	2013-12-27	4720	P
USGS	11455420	2013-12-28	5230	P
USGS	11455420	2013-12-29	6280	P
USGS	11455420	2013-12-30	5790	P
USGS	11455420	2013-12-31	5790	P
USGS	11455420	2014-01-01	6080	P
USGS	11455420	2014-01-02	5790	P
USGS	11455420	2014-01-03	5640	P
USGS	11455420	2014-01-04	6800	P
USGS	11455420	2014-01-05	7520	P
USGS	11455420	2014-01-06	6430	P
USGS	11455420	2014-01-07	5690	P
USGS	11455420	2014-01-08	5290	P
USGS	11455420	2014-01-09	5190	P
USGS	11455420	2014-01-10	4760	P
USGS	11455420	2014-01-11	4100	P
USGS	11455420	2014-01-12	5930	P
USGS	11455420	2014-01-13	4680	P
USGS	11455420	2014-01-14	3850	P
USGS	11455420	2014-01-15	4310	P
USGS	11455420	2014-01-16	4340	P
USGS	11455420	2014-01-17	4500	P
USGS	11455420	2014-01-18	4150	P
USGS	11455420	2014-01-19	5020	P
USGS	11455420	2014-01-20	5760	P
USGS	11455420	2014-01-21	5730	P
USGS	11455420	2014-01-22	3990	P
USGS	11455420	2014-01-23	3400	P
USGS	11455420	2014-01-24	4310	P
USGS	11455420	2014-01-25	3640	P
USGS	11455420	2014-01-26	2580	P
USGS	11455420	2014-01-27	3740	P
USGS	11455420	2014-01-28	4260	P
USGS	11455420	2014-01-29	3210	P
USGS	11455420	2014-01-30	3580	P
USGS	11455420	2014-01-31	6390	P
USGS	11455420	2014-02-01	6100	P
USGS	11455420	2014-02-02	4750	P
USGS	11455420	2014-02-03	4670	P
USGS	11455420	2014-02-04	5500	P
USGS	11455420	2014-02-05	4890	P
USGS	11455420	2014-02-06	3520	P
USGS	11455420	2014-02-07	3540	P
USGS	11455420	2014-02-08	7920	P
USGS	11455420	2014-02-09	14000	P
USGS	11455420	2014-02-10	19200	P
USGS	11455420	2014-02-11	21800	P
USGS	11455420	2014-02-12	21900	P
USGS	11455420	2014-02-13	18600	P
USGS	11455420	2014-02-14	14400	P
USGS	11455420	2014-02-15	11800	P
USGS	11455420	2014-02-16	12500	P
USGS	11455420	2014-02-17	11100	P
USGS	11455420	2014-02-18	9910	P
USGS	11455420	2014-02-19	9660	P
USGS	11455420	2014-02-20	8480	P
USGS	11455420	2014-02-21	6840	P
USGS	11455420	2014-02-22	6310	P
USGS	11455420	2014-02-23	6730	P
USGS	11455420	2014-02-24	6180	P
USGS	11455420	2014-02-25	4900	P
USGS	11455420	2014-02-26	5630	P
USGS	11455420	2014-02-27	6340	P
USGS	11455420	2014-02-28	7420	P
USGS	11455420	2014-03-01	13400	P
USGS	11455420	2014-03-02	18400	P
USGS	11455420	2014-03-03	19900	P
USGS	11455420	2014-03-04	17900	P
USGS	11455420	2014-03-05	17000	P
USGS	11455420	2014-03-06	22100	P
USGS	11455420	2014-03-07	25100	P
USGS	11455420	2014-03-08	24300	P
USGS	11455420	2014-03-09	21000	P
USGS	11455420	2014-03-10	19100	P
USGS	11455420	2014-03-11	16500	P
USGS	11455420	2014-03-12	15500	P
USGS	11455420	2014-03-13	16300	P
USGS	11455420	2014-03-14	17300	P
USGS	11455420	2014-03-15	14400	P
USGS	11455420	2014-03-16	10400	P
USGS	11455420	2014-03-17	9440	P
USGS	11455420	2014-03-18	7660	P
USGS	11455420	2014-03-19	6730	P
USGS	11455420	2014-03-20	5430	P
USGS	11455420	2014-03-21	5670	P
USGS	11455420	2014-03-22	7050	P
USGS	11455420	2014-03-23	7160	P
USGS	11455420	2014-03-24	6620	P
USGS	11455420	2014-03-25	5830	P
USGS	11455420	2014-03-26	6940	P
USGS	11455420	2014-03-27	7810	P
USGS	11455420	2014-03-28	5890	P
USGS	11455420	2014-03-29	5890	P
USGS	11455420	2014-03-30	7750	P
USGS	11455420	2014-03-31	9320	P
USGS	11455420	2014-04-01	14500	P
USGS	11455420	2014-04-02	16800	P
USGS	11455420	2014-04-03	15400	P
USGS	11455420	2014-04-04	15500	P
USGS	11455420	2014-04-05	15200	P
USGS	11455420	2014-04-06	13400	P
USGS	11455420	2014-04-07	11000	P
USGS	11455420	2014-04-08	8540	P
USGS	11455420	2014-04-09	7670	P
USGS	11455420	2014-04-10	7640	P
USGS	11455420	2014-04-11	5850	P
USGS	11455420	2014-04-12	7720	P
USGS	11455420	2014-04-13	9270	P
USGS	11455420	2014-04-14	7310	P
USGS	11455420	2014-04-15	6120	P
USGS	11455420	2014-04-16	5760	P
USGS	11455420	2014-04-17	4770	P
USGS	11455420	2014-04-18	4850	P
USGS	11455420	2014-04-19	6540	P
USGS	11455420	2014-04-20	6760	P
USGS	11455420	2014-04-21	4490	P
USGS	11455420	2014-04-22	6840	P
USGS	11455420	2014-04-23	7540	P
USGS	11455420	2014-04-24	4870	P
USGS	11455420	2014-04-25	4440	P
USGS	11455420	2014-04-26	4890	P
USGS	11455420	2014-04-27	4930	P
USGS	11455420	2014-04-28	5080	P
USGS	11455420	2014-04-29	3370	P
USGS	11455420	2014-04-30	2090	P
USGS	11455420	2014-05-01	3190	P
USGS	11455420	2014-05-02	3470	P
USGS	11455420	2014-05-03	4130	P
USGS	11455420	2014-05-04	5920	P
USGS	11455420	2014-05-05	6280	P
USGS	11455420	2014-05-06	6260	P
USGS	11455420	2014-05-07	4540	P
USGS	11455420	2014-05-08	3140	P
USGS	11455420	2014-05-09	3430	P
USGS	11455420	2014-05-10	4670	P
USGS	11455420	2014-05-11	3320	P
USGS	11455420	2014-05-12	2430	P
USGS	11455420	2014-05-13	2150	P
USGS	11455420	2014-05-14	957	P
USGS	11455420	2014-05-15	925	P
USGS	11455420	2014-05-16	2000	P
USGS	11455420	2014-05-17	3570	P
USGS	11455420	2014-05-18	4790	P
USGS	11455420	2014-05-19	6010	P
USGS	11455420	2014-05-20	7150	P
USGS	11455420	2014-05-21	6320	P
USGS	11455420	2014-05-22	4720	P
USGS	11455420	2014-05-23	2900	P
USGS	11455420	2014-05-24	2980	P
USGS	11455420	2014-05-25	3520	P
USGS	11455420	2014-05-26	4370	P
USGS	11455420	2014-05-27	5270	P
USGS	11455420	2014-05-28	6570	P
USGS	11455420	2014-05-29	4800	P
USGS	11455420	2014-05-30	5390	P
USGS	11455420	2014-05-31	7110	P
USGS	11455420	2014-06-01	5450	P
USGS	11455420	2014-06-02	6070	P
USGS	11455420	2014-06-03	9130	P
USGS	11455420	2014-06-04	7620	P
USGS	11455420	2014-06-05	6320	P
USGS	11455420	2014-06-06	5630	P
USGS	11455420	2014-06-07	5420	P
USGS	11455420	2014-06-08	4320	P
USGS	11455420	2014-06-18	6330	P
USGS	11455420	2014-06-19	4560	P
USGS	11455420	2014-06-20	2950	P
USGS	11455420	2014-06-21	3070	P
USGS	11455420	2014-06-22	4140	P
USGS	11455420	2014-06-23	3650	P
USGS	11455420	2014-06-24	3450	P
USGS	11455420	2014-06-25	4920	P
USGS	11455420	2014-06-26	6010	P
USGS	11455420	2014-06-27	6280	P
USGS	11455420	2014-06-28	6400	P
USGS	11455420	2014-06-29	5930	P
USGS	11455420	2014-06-30	3530	P
USGS	11455420	2014-07-01	5100	P
USGS	11455420	2014-07-02	8500	P
USGS	11455420	2014-07-03	7590	P
USGS	11455420	2014-07-04	5570	P
USGS	11455420	2014-07-05	4880	P
USGS	11455420	2014-07-06	3170	P
USGS	11455420	2014-07-07	2260	P
USGS	11455420	2014-07-08	2280	P
USGS	11455420	2014-07-09	2720	P
USGS	11455420	2014-07-10	3830	P
USGS	11455420	2014-07-11	5170	P
USGS	11455420	2014-07-12	5700	P
USGS	11455420	2014-07-13	5940	P
USGS	11455420	2014-07-14	4210	P
USGS	11455420	2014-07-15	4060	P
USGS	11455420	2014-07-16	5600	P
USGS	11455420	2014-07-17	6620	P
USGS	11455420	2014-07-18	6030	P
USGS	11455420	2014-07-19	4570	P
USGS	11455420	2014-07-20	4520	P
USGS	11455420	2014-07-21	4880	P
USGS	11455420	2014-07-22	5230	P
USGS	11455420	2014-07-23	6070	P
USGS	11455420	2014-07-24	5330	P
USGS	11455420	2014-07-25	4090	P
USGS	11455420	2014-07-26	4420	P
USGS	11455420	2014-07-27	4630	P
USGS	11455420	2014-07-28	4840	P
USGS	11455420	2014-07-29	5220	P
USGS	11455420	2014-07-30	5200	P
USGS	11455420	2014-07-31	5170	P
USGS	11455420	2014-08-01	4290	P
USGS	11455420	2014-08-02	4530	P
USGS	11455420	2014-08-03	4650	P
USGS	11455420	2014-08-04	4610	P
USGS	11455420	2014-08-05	5060	P
USGS	11455420	2014-08-06	3130	P
USGS	11455420	2014-08-07	3820	P
USGS	11455420	2014-08-08	4970	P
USGS	11455420	2014-08-09	5440	P
USGS	11455420	2014-08-10	6350	P
USGS	11455420	2014-08-11	4900	P
USGS	11455420	2014-08-12	5000	P
USGS	11455420	2014-08-13	5730	P
USGS	11455420	2014-08-14	5250	P
USGS	11455420	2014-08-15	4270	P
USGS	11455420	2014-08-16	3670	P
USGS	11455420	2014-08-17	3560	P
USGS	11455420	2014-08-18	3380	P
USGS	11455420	2014-08-19	3800	P
USGS	11455420	2014-08-20	5230	P
USGS	11455420	2014-08-21	5220	P
USGS	11455420	2014-08-22	4150	P
USGS	11455420	2014-08-23	4450	P
USGS	11455420	2014-08-24	3980	P
USGS	11455420	2014-08-25	6150	P
USGS	11455420	2014-08-26	6730	P
USGS	11455420	2014-08-27	5790	P
USGS	11455420	2014-08-28	5010	P
USGS	11455420	2014-08-29	5340	P
USGS	11455420	2014-08-30	5230	P
USGS	11455420	2014-08-31	5770	P
USGS	11455420	2014-09-01	4450	P
USGS	11455420	2014-09-02	3520	P
USGS	11455420	2014-09-03	4200	P
USGS	11455420	2014-09-04	4260	P
USGS	11455420	2014-09-05	5750	P
USGS	11455420	2014-09-06	5620	P
USGS	11455420	2014-09-07	4330	P
USGS	11455420	2014-09-08	4770	P
USGS	11455420	2014-09-09	6020	P
USGS	11455420	2014-09-10	5160	P
USGS	11455420	2014-09-11	5160	P
USGS	11455420	2014-09-12	5030	P
USGS	11455420	2014-09-13	4660	P
USGS	11455420	2014-09-14	5320	P
USGS	11455420	2014-09-15	5410	P
USGS	11455420	2014-09-16	5150	P
USGS	11455420	2014-09-17	4480	P
USGS	11455420	2014-09-18	5920	P
USGS	11455420	2014-09-19	5330	P
USGS	11455420	2014-09-20	3990	P
USGS	11455420	2014-09-21	5560	P
USGS	11455420	2014-09-22	6370	P
USGS	11455420	2014-09-23	4980	P
USGS	11455420	2014-09-24	4880	P
USGS	11455420	2014-09-25	5890	P
USGS	11455420	2014-09-26	4680	P
USGS	11455420	2014-09-27	4190	P
USGS	11455420	2014-09-28	4720	P
USGS	11455420	2014-09-29	4110	P
USGS	11455420	2014-09-30	4650	P
USGS	11455420	2014-10-01	998	P
USGS	11455420	2014-10-02	1280	P
USGS	11455420	2014-10-03	984	P
USGS	11455420	2014-10-04	199	P
USGS	11455420	2014-10-05	694	P
USGS	11455420	2014-10-06	802	P
USGS	11455420	2014-10-07	217	P
USGS	11455420	2014-10-08	305	P
USGS	11455420	2014-10-09	928	P
USGS	11455420	2014-10-10	1750	P
USGS	11455420	2014-10-11	2290	P
USGS	11455420	2014-10-12	2250	P
USGS	11455420	2014-10-13	-1550	P
USGS	11455420	2014-10-14	-633	P
USGS	11455420	2014-10-15	2430	P
USGS	11455420	2014-10-16	854	P
USGS	11455420	2014-10-17	1630	P
USGS	11455420	2014-10-18	379	P
USGS	11455420	2014-10-19	83	P
USGS	11455420	2014-10-20	2350	P
USGS	11455420	2014-10-21	2150	P
USGS	11455420	2014-10-22	976	P
USGS	11455420	2014-10-23	960	P
USGS	11455420	2014-10-24	-875	P
USGS	11455420	2014-10-25	257	P
USGS	11455420	2014-10-26	3650	P
USGS	11455420	2014-10-27	2770	P
USGS	11455420	2014-10-28	3050	P
USGS	11455420	2014-10-29	3150	P
USGS	11455420	2014-10-30	990	P
USGS	11455420	2014-10-31	820	P
USGS	11455420	2014-11-01	2740	P
USGS	11455420	2014-11-02	3950	P
USGS	11455420	2014-11-03	4100	P
USGS	11455420	2014-11-04	4250	P
USGS	11455420	2014-11-05	2420	P
USGS	11455420	2014-11-06	1950	P
USGS	11455420	2014-11-07	2100	P
USGS	11455420	2014-11-08	1950	P
USGS	11455420	2014-11-09	1030	P
USGS	11455420	2014-11-10	567	P
USGS	11455420	2014-11-11	3170	P
USGS	11455420	2014-11-12	4060	P
USGS	11455420	2014-11-13	3160	P
USGS	11455420	2014-11-14	2730	P
USGS	11455420	2014-11-15	3710	P
USGS	11455420	2014-11-16	3120	P
USGS	11455420	2014-11-17	1010	P
USGS	11455420	2014-11-18	-180	P
USGS	11455420	2014-11-19	244	P
USGS	11455420	2014-11-20	1680	P
USGS	11455420	2014-11-21	2050	P
USGS	11455420	2014-11-22	3550	P
USGS	11455420	2014-11-23	5180	P
USGS	11455420	2014-11-24	4620	P
USGS	11455420	2014-11-25	4940	P
USGS	11455420	2014-11-26	2830	P
USGS	11455420	2014-11-27	1080	P
USGS	11455420	2014-11-28	810	P
USGS	11455420	2014-11-29	1370	P
USGS	11455420	2014-11-30	1910	P
USGS	11455420	2014-12-01	1940	P
USGS	11455420	2014-12-02	2360	P
USGS	11455420	2014-12-07	24200	P
USGS	11455420	2014-12-11	17800	P
USGS	11455420	2014-12-12	32400	P
USGS	11455420	2014-12-13	42300	P
USGS	11455420	2014-12-14	45600	P
USGS	11455420	2014-12-15	47800	P
USGS	11455420	2014-12-16	50300	P
USGS	11455420	2014-12-17	50500	P
USGS	11455420	2014-12-18	47900	P
USGS	11455420	2014-12-19	48200	P
USGS	11455420	2014-12-20	49700	P
USGS	11455420	2014-12-21	49000	P
USGS	11455420	2014-12-22	48700	P
USGS	11455420	2014-12-23	46900	P
USGS	11455420	2014-12-24	45400	P
USGS	11455420	2014-12-25	44000	P
USGS	11455420	2014-12-26	37700	P
USGS	11455420	2014-12-27	32900	P
USGS	11455420	2014-12-28	28700	P
USGS	11455420	2014-12-29	26200	P
USGS	11455420	2014-12-30	23000	P
USGS	11455420	2014-12-31	15200	P
