# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-03-09 11:58:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11337190 SAN JOAQUIN R A JERSEY POINT CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11337190
#    DD parameter statistic   Description
#    05   72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	05_72137_00003	05_72137_00003_cd
USGS	11337190	2012-04-08	768	P
USGS	11337190	2012-04-09	725	P
USGS	11337190	2012-04-10	5650	P
USGS	11337190	2012-04-11	10900	P
USGS	11337190	2012-04-12	9680	P
USGS	11337190	2012-04-13	8270	P
USGS	11337190	2012-04-14	14300	P
USGS	11337190	2012-04-15	15900	P
USGS	11337190	2012-04-16	11400	P
USGS	11337190	2012-04-17	6100	P
USGS	11337190	2012-04-18	4340	P
USGS	11337190	2012-04-19	5360	P
USGS	11337190	2012-04-20	4940	P
USGS	11337190	2012-04-21	1460	P
USGS	11337190	2012-04-27	9950	P
USGS	11337190	2012-04-28	6420	P
USGS	11337190	2012-04-29	6450	P
USGS	11337190	2012-04-30	3720	P
USGS	11337190	2012-05-01	4190	P
USGS	11337190	2012-05-02	3010	P
USGS	11337190	2012-05-03	4760	P
USGS	11337190	2012-05-04	5720	P
USGS	11337190	2012-05-05	-385	P
USGS	11337190	2012-05-06	-824	P
USGS	11337190	2012-05-07	1040	P
USGS	11337190	2012-05-08	3870	P
USGS	11337190	2012-05-09	5070	P
USGS	11337190	2012-05-10	8470	P
USGS	11337190	2012-05-11	6830	P
USGS	11337190	2012-05-12	2900	P
USGS	11337190	2012-05-13	-2890	P
USGS	11337190	2012-05-14	2280	P
USGS	11337190	2012-05-15	-1330	P
USGS	11337190	2012-05-16	-4840	P
USGS	11337190	2012-05-17	-7680	P
USGS	11337190	2012-05-18	-3510	P
USGS	11337190	2012-05-19	-3060	P
USGS	11337190	2012-05-20	-4150	P
USGS	11337190	2012-05-21	-4620	P
USGS	11337190	2012-05-22	-5600	P
USGS	11337190	2012-05-23	-3120	P
USGS	11337190	2012-05-24	-6850	P
USGS	11337190	2012-05-25	695	P
USGS	11337190	2012-05-26	6420	P
USGS	11337190	2012-05-27	3800	P
USGS	11337190	2012-05-28	778	P
USGS	11337190	2012-05-29	-1230	P
USGS	11337190	2012-05-30	-3350	P
USGS	11337190	2012-05-31	-4180	P
USGS	11337190	2012-06-01	-6670	P
USGS	11337190	2012-06-02	-2680	P
USGS	11337190	2012-06-03	171	P
USGS	11337190	2012-06-04	1010	P
USGS	11337190	2012-06-05	3900	P
USGS	11337190	2012-06-06	1460	P
USGS	11337190	2012-06-07	-2190	P
USGS	11337190	2012-06-08	435	P
USGS	11337190	2012-06-09	586	P
USGS	11337190	2012-06-10	-2520	P
USGS	11337190	2012-06-11	-2090	P
USGS	11337190	2012-06-12	-6180	P
USGS	11337190	2012-06-13	-6900	P
USGS	11337190	2012-06-14	-4140	P
USGS	11337190	2012-06-15	-1240	P
USGS	11337190	2012-06-16	-2760	P
USGS	11337190	2012-06-17	-7450	P
USGS	11337190	2012-06-18	-2740	P
USGS	11337190	2012-06-19	1470	P
USGS	11337190	2012-06-20	-2110	P
USGS	11337190	2012-06-21	-538	P
USGS	11337190	2012-06-22	5450	P
USGS	11337190	2012-06-23	3000	P
USGS	11337190	2012-06-24	4880	P
USGS	11337190	2012-06-25	4400	P
USGS	11337190	2012-06-26	1520	P
USGS	11337190	2012-06-27	-228	P
USGS	11337190	2012-06-28	-2340	P
USGS	11337190	2012-06-29	-2570	P
USGS	11337190	2012-06-30	-3100	P
USGS	11337190	2012-07-01	-1610	P
USGS	11337190	2012-07-02	-2110	P
USGS	11337190	2012-07-03	-1880	P
USGS	11337190	2012-07-04	-3490	P
USGS	11337190	2012-07-05	2050	P
USGS	11337190	2012-07-06	2690	P
USGS	11337190	2012-07-07	-1120	P
USGS	11337190	2012-07-08	-2190	P
USGS	11337190	2012-07-09	251	P
USGS	11337190	2012-07-10	901	P
USGS	11337190	2012-07-11	-2590	P
USGS	11337190	2012-07-12	-5880	P
USGS	11337190	2012-07-13	-5840	P
USGS	11337190	2012-07-14	-5740	P
USGS	11337190	2012-07-15	-8970	P
USGS	11337190	2012-07-16	-5900	P
USGS	11337190	2012-07-17	518	P
USGS	11337190	2012-07-18	-2260	P
USGS	11337190	2012-07-19	-2650	P
USGS	11337190	2012-07-20	-1000	P
USGS	11337190	2012-07-21	-2060	P
USGS	11337190	2012-07-22	-3760	P
USGS	11337190	2012-07-23	-3330	P
USGS	11337190	2012-07-24	-1640	P
USGS	11337190	2012-07-25	-4030	P
USGS	11337190	2012-07-26	-5840	P
USGS	11337190	2012-07-27	-3470	P
USGS	11337190	2012-07-28	-2210	P
USGS	11337190	2012-07-29	-725	P
USGS	11337190	2012-07-30	-1070	P
USGS	11337190	2012-07-31	-603	P
USGS	11337190	2012-08-01	92	P
USGS	11337190	2012-08-02	-2680	P
USGS	11337190	2012-08-03	-4690	P
USGS	11337190	2012-08-04	-2320	P
USGS	11337190	2012-08-05	-1120	P
USGS	11337190	2012-08-06	-642	P
USGS	11337190	2012-08-07	-1800	P
USGS	11337190	2012-08-08	-2170	P
USGS	11337190	2012-08-09	-5410	P
USGS	11337190	2012-08-10	-7790	P
USGS	11337190	2012-08-11	-5570	P
USGS	11337190	2012-08-12	-5060	P
USGS	11337190	2012-08-13	-5910	P
USGS	11337190	2012-08-14	-8890	P
USGS	11337190	2012-08-15	-7560	P
USGS	11337190	2012-08-16	-4210	P
USGS	11337190	2012-08-17	-2110	P
USGS	11337190	2012-08-18	-2360	P
USGS	11337190	2012-08-19	-1450	P
USGS	11337190	2012-08-20	-1020	P
USGS	11337190	2012-08-21	-2770	P
USGS	11337190	2012-08-22	-4610	P
USGS	11337190	2012-08-23	-5330	P
USGS	11337190	2012-08-24	-5500	P
USGS	11337190	2012-08-25	-5830	P
USGS	11337190	2012-08-26	-1690	P
USGS	11337190	2012-08-27	967	P
USGS	11337190	2012-08-28	-1230	P
USGS	11337190	2012-08-29	-1290	P
USGS	11337190	2012-08-30	-3510	P
USGS	11337190	2012-08-31	-1070	P
USGS	11337190	2012-09-01	270	P
USGS	11337190	2012-09-02	-964	P
USGS	11337190	2012-09-03	-2100	P
USGS	11337190	2012-09-04	-3740	P
USGS	11337190	2012-09-05	-3700	P
USGS	11337190	2012-09-06	-3840	P
USGS	11337190	2012-09-07	-4180	P
USGS	11337190	2012-09-08	-6090	P
USGS	11337190	2012-09-09	-5520	P
USGS	11337190	2012-09-10	-3530	P
USGS	11337190	2012-09-11	-3100	P
USGS	11337190	2012-09-12	-1340	P
USGS	11337190	2012-09-13	-1730	P
USGS	11337190	2012-09-14	-1950	P
USGS	11337190	2012-09-15	623	P
USGS	11337190	2012-09-16	-678	P
USGS	11337190	2012-09-17	-2440	P
USGS	11337190	2012-09-18	1290	P
USGS	11337190	2012-09-19	2280	P
USGS	11337190	2012-09-20	1320	P
USGS	11337190	2012-09-21	267	P
USGS	11337190	2012-09-22	269	P
USGS	11337190	2012-09-23	4.3	P
USGS	11337190	2012-09-24	-589	P
USGS	11337190	2012-09-25	-2420	P
USGS	11337190	2012-09-26	-409	P
USGS	11337190	2012-09-27	347	P
USGS	11337190	2012-09-28	-1760	P
USGS	11337190	2012-09-29	2780	P
USGS	11337190	2012-09-30	2380	P
USGS	11337190	2012-10-01	2140	P
USGS	11337190	2012-10-02	1370	P
USGS	11337190	2012-10-03	-3520	P
USGS	11337190	2012-10-04	-1720	P
USGS	11337190	2012-10-05	3710	P
USGS	11337190	2012-10-06	474	P
USGS	11337190	2012-10-07	-545	P
USGS	11337190	2012-10-08	-1100	P
USGS	11337190	2012-10-09	-1700	P
USGS	11337190	2012-10-10	-3940	P
USGS	11337190	2012-10-11	368	P
USGS	11337190	2012-10-12	4910	P
USGS	11337190	2012-10-13	2020	P
USGS	11337190	2012-10-18	99	P
USGS	11337190	2012-10-19	-1360	P
USGS	11337190	2012-10-20	654	P
USGS	11337190	2012-10-21	5580	P
USGS	11337190	2012-10-22	9060	P
USGS	11337190	2012-10-23	8510	P
USGS	11337190	2012-10-24	4880	P
USGS	11337190	2012-10-25	3140	P
USGS	11337190	2012-10-26	2270	P
USGS	11337190	2012-10-27	1890	P
USGS	11337190	2012-10-28	1950	P
USGS	11337190	2012-10-29	1100	P
USGS	11337190	2012-10-30	-708	P
USGS	11337190	2012-10-31	3610	P
USGS	11337190	2012-11-01	5440	P
USGS	11337190	2012-11-02	3450	P
USGS	11337190	2012-11-03	4160	P
USGS	11337190	2012-11-04	5020	P
USGS	11337190	2012-11-05	5480	P
USGS	11337190	2012-11-06	3050	P
USGS	11337190	2012-11-07	-567	P
USGS	11337190	2012-11-08	2710	P
USGS	11337190	2012-11-09	3440	P
USGS	11337190	2012-11-10	6160	P
USGS	11337190	2012-11-11	6660	P
USGS	11337190	2012-11-12	2510	P
USGS	11337190	2012-11-13	3350	P
USGS	11337190	2012-11-14	5800	P
USGS	11337190	2012-11-15	6290	P
USGS	11337190	2012-11-16	7860	P
USGS	11337190	2012-11-17	7330	P
USGS	11337190	2012-11-18	10500	P
USGS	11337190	2012-11-19	8780	P
USGS	11337190	2012-11-20	5480	P
USGS	11337190	2012-11-21	5000	P
USGS	11337190	2012-11-22	4650	P
USGS	11337190	2012-11-23	5110	P
USGS	11337190	2012-11-24	3710	P
USGS	11337190	2012-11-25	4570	P
USGS	11337190	2012-11-26	5250	P
USGS	11337190	2012-11-27	3240	P
USGS	11337190	2012-11-28	769	P
USGS	11337190	2012-11-29	1750	P
USGS	11337190	2012-11-30	3940	P
USGS	11337190	2012-12-01	7290	P
USGS	11337190	2012-12-02	8760	P
USGS	11337190	2012-12-03	16600	P
USGS	11337190	2012-12-04	14300	P
USGS	11337190	2012-12-05	12300	P
USGS	11337190	2012-12-06	7950	P
USGS	11337190	2012-12-07	8220	P
USGS	11337190	2012-12-08	9460	P
USGS	11337190	2012-12-09	11500	P
USGS	11337190	2012-12-10	9860	P
USGS	11337190	2012-12-11	486	P
USGS	11337190	2012-12-12	-1950	P
USGS	11337190	2012-12-13	2400	P
USGS	11337190	2012-12-14	5490	P
USGS	11337190	2012-12-15	7300	P
USGS	11337190	2012-12-16	2740	P
USGS	11337190	2012-12-17	-556	P
USGS	11337190	2012-12-18	1480	P
USGS	11337190	2012-12-19	6450	P
USGS	11337190	2012-12-20	6060	P
USGS	11337190	2012-12-21	5840	P
USGS	11337190	2012-12-22	11500	P
USGS	11337190	2012-12-23	14100	P
USGS	11337190	2012-12-24	17700	P
USGS	11337190	2012-12-25	18600	P
USGS	11337190	2012-12-26	20800	P
USGS	11337190	2012-12-27	26000	P
USGS	11337190	2012-12-28	21600	P
USGS	11337190	2012-12-29	17300	P
USGS	11337190	2012-12-30	14100	P
USGS	11337190	2012-12-31	15400	P
USGS	11337190	2013-01-01	14700	P
USGS	11337190	2013-01-02	11100	P
USGS	11337190	2013-01-03	9900	P
USGS	11337190	2013-01-04	8280	P
USGS	11337190	2013-01-05	5800	P
USGS	11337190	2013-01-06	4570	P
USGS	11337190	2013-01-07	9030	P
USGS	11337190	2013-01-08	9560	P
USGS	11337190	2013-01-09	5000	P
USGS	11337190	2013-01-10	5640	P
USGS	11337190	2013-01-11	7820	P
USGS	11337190	2013-01-12	6400	P
USGS	11337190	2013-01-13	3850	P
USGS	11337190	2013-01-14	6660	P
USGS	11337190	2013-01-21	43	P
USGS	11337190	2013-01-22	-1300	P
USGS	11337190	2013-01-23	860	P
USGS	11337190	2013-01-24	4390	P
USGS	11337190	2013-01-25	2640	P
USGS	11337190	2013-01-26	1210	P
USGS	11337190	2013-01-27	7000	P
USGS	11337190	2013-01-28	7810	P
USGS	11337190	2013-01-29	6900	P
USGS	11337190	2013-01-30	4850	P
USGS	11337190	2013-01-31	1790	P
USGS	11337190	2013-02-01	2340	P
USGS	11337190	2013-02-02	3030	P
USGS	11337190	2013-02-03	966	P
USGS	11337190	2013-02-04	-484	P
USGS	11337190	2013-02-05	2130	P
USGS	11337190	2013-02-06	4520	P
USGS	11337190	2013-02-07	2370	P
USGS	11337190	2013-02-08	1230	P
USGS	11337190	2013-02-09	3980	P
USGS	11337190	2013-02-10	4290	P
USGS	11337190	2013-02-11	5060	P
USGS	11337190	2013-02-12	5890	P
USGS	11337190	2013-02-13	3980	P
USGS	11337190	2013-02-14	2640	P
USGS	11337190	2013-02-15	1450	P
USGS	11337190	2013-02-16	-1370	P
USGS	11337190	2013-02-17	-2000	P
USGS	11337190	2013-02-18	-383	P
USGS	11337190	2013-02-19	1860	P
USGS	11337190	2013-02-20	5110	P
USGS	11337190	2013-02-21	3360	P
USGS	11337190	2013-02-22	557	P
USGS	11337190	2013-02-23	798	P
USGS	11337190	2013-02-24	322	P
USGS	11337190	2013-02-25	-205	P
USGS	11337190	2013-02-26	-351	P
USGS	11337190	2013-02-27	154	P
USGS	11337190	2013-02-28	-81	P
USGS	11337190	2013-03-01	-342	P
USGS	11337190	2013-03-02	-3200	P
USGS	11337190	2013-03-03	-4430	P
USGS	11337190	2013-03-04	-2910	P
USGS	11337190	2013-03-05	-5170	P
USGS	11337190	2013-03-06	1150	P
USGS	11337190	2013-03-07	2970	P
USGS	11337190	2013-03-08	-975	P
USGS	11337190	2013-03-09	3750	P
USGS	11337190	2013-03-10	1550	P
USGS	11337190	2013-03-11	-862	P
USGS	11337190	2013-03-12	495	P
USGS	11337190	2013-03-13	1820	P
USGS	11337190	2013-03-14	540	P
USGS	11337190	2013-03-15	208	P
USGS	11337190	2013-03-16	-137	P
USGS	11337190	2013-03-17	129	P
USGS	11337190	2013-03-18	-1000	P
USGS	11337190	2013-03-19	-127	P
USGS	11337190	2013-03-20	-1020	P
USGS	11337190	2013-03-21	-1580	P
USGS	11337190	2013-03-22	-1460	P
USGS	11337190	2013-03-23	-1050	P
USGS	11337190	2013-03-24	-3920	P
USGS	11337190	2013-03-25	-4910	P
USGS	11337190	2013-03-26	-244	P
USGS	11337190	2013-03-27	-650	P
USGS	11337190	2013-03-28	82	P
USGS	11337190	2013-03-29	-3130	P
USGS	11337190	2013-03-30	-4220	P
USGS	11337190	2013-03-31	148	P
USGS	11337190	2013-04-01	4020	P
USGS	11337190	2013-04-02	5160	P
USGS	11337190	2013-04-03	4030	P
USGS	11337190	2013-04-04	4990	P
USGS	11337190	2013-04-05	5310	P
USGS	11337190	2013-04-06	3550	P
USGS	11337190	2013-04-07	-87	P
USGS	11337190	2013-04-08	3310	P
USGS	11337190	2013-04-09	4110	P
USGS	11337190	2013-04-10	185	P
USGS	11337190	2013-04-11	774	P
USGS	11337190	2013-04-12	1560	P
USGS	11337190	2013-04-13	-15	P
USGS	11337190	2013-04-14	-2430	P
USGS	11337190	2013-04-15	1930	P
USGS	11337190	2013-04-16	8020	P
USGS	11337190	2013-04-17	3750	P
USGS	11337190	2013-04-18	-428	P
USGS	11337190	2013-04-19	-1730	P
USGS	11337190	2013-04-20	-2330	P
USGS	11337190	2013-04-21	-1590	P
USGS	11337190	2013-04-26	6140	P
USGS	11337190	2013-04-27	3230	P
USGS	11337190	2013-04-28	2890	P
USGS	11337190	2013-04-29	2380	P
USGS	11337190	2013-04-30	1210	P
USGS	11337190	2013-05-01	4340	P
USGS	11337190	2013-05-02	4240	P
USGS	11337190	2013-05-03	-1180	P
USGS	11337190	2013-05-04	-4890	P
USGS	11337190	2013-05-05	2450	P
USGS	11337190	2013-05-06	6740	P
USGS	11337190	2013-05-07	5210	P
USGS	11337190	2013-05-08	3880	P
USGS	11337190	2013-05-09	3700	P
USGS	11337190	2013-05-10	4170	P
USGS	11337190	2013-05-11	2730	P
USGS	11337190	2013-05-12	2040	P
USGS	11337190	2013-05-13	2050	P
USGS	11337190	2013-05-14	2290	P
USGS	11337190	2013-05-15	3050	P
USGS	11337190	2013-05-16	1180	P
USGS	11337190	2013-05-17	2630	P
USGS	11337190	2013-05-18	1200	P
USGS	11337190	2013-05-19	-1190	P
USGS	11337190	2013-05-24	698	P
USGS	11337190	2013-05-25	486	P
USGS	11337190	2013-05-26	1710	P
USGS	11337190	2013-05-27	5210	P
USGS	11337190	2013-05-28	2770	P
USGS	11337190	2013-05-29	2360	P
USGS	11337190	2013-05-30	4500	P
USGS	11337190	2013-05-31	2920	P
USGS	11337190	2013-06-01	-149	P
USGS	11337190	2013-06-02	-3500	P
USGS	11337190	2013-06-03	-6450	P
USGS	11337190	2013-06-04	-2070	P
USGS	11337190	2013-06-05	1030	P
USGS	11337190	2013-06-06	648	P
USGS	11337190	2013-06-07	1600	P
USGS	11337190	2013-06-08	-5130	P
USGS	11337190	2013-06-09	-189	P
USGS	11337190	2013-06-10	7940	P
USGS	11337190	2013-06-11	3340	P
USGS	11337190	2013-06-12	1230	P
USGS	11337190	2013-06-13	2760	P
USGS	11337190	2013-06-14	-344	P
USGS	11337190	2013-06-15	-1310	P
USGS	11337190	2013-06-16	538	P
USGS	11337190	2013-06-17	-726	P
USGS	11337190	2013-06-18	-1860	P
USGS	11337190	2013-06-19	1630	P
USGS	11337190	2013-06-20	-35	P
USGS	11337190	2013-06-21	194	P
USGS	11337190	2013-06-22	775	P
USGS	11337190	2013-06-23	2480	P
USGS	11337190	2013-06-24	4510	P
USGS	11337190	2013-06-25	4240	P
USGS	11337190	2013-06-26	3180	P
USGS	11337190	2013-06-27	3200	P
USGS	11337190	2013-06-28	1840	P
USGS	11337190	2013-06-29	-363	P
USGS	11337190	2013-06-30	-1820	P
USGS	11337190	2013-07-01	-1980	P
USGS	11337190	2013-07-02	-6600	P
USGS	11337190	2013-07-03	-4610	P
USGS	11337190	2013-07-04	-4430	P
USGS	11337190	2013-07-05	-2680	P
USGS	11337190	2013-07-06	-2840	P
USGS	11337190	2013-07-07	-1900	P
USGS	11337190	2013-07-08	690	P
USGS	11337190	2013-07-09	-334	P
USGS	11337190	2013-07-10	-2980	P
USGS	11337190	2013-07-11	-1660	P
USGS	11337190	2013-07-12	-517	P
USGS	11337190	2013-07-13	-1960	P
USGS	11337190	2013-07-14	-4180	P
USGS	11337190	2013-07-15	-3960	P
USGS	11337190	2013-07-16	-1540	P
USGS	11337190	2013-07-17	-1360	P
USGS	11337190	2013-07-18	-4480	P
USGS	11337190	2013-07-19	-5440	P
USGS	11337190	2013-07-20	-5180	P
USGS	11337190	2013-07-21	-4330	P
USGS	11337190	2013-07-22	189	P
USGS	11337190	2013-07-23	930	P
USGS	11337190	2013-07-24	-1360	P
USGS	11337190	2013-07-25	-1760	P
USGS	11337190	2013-07-26	-1370	P
USGS	11337190	2013-07-27	-2530	P
USGS	11337190	2013-07-28	-3980	P
USGS	11337190	2013-07-29	-3880	P
USGS	11337190	2013-07-30	-2740	P
USGS	11337190	2013-07-31	-2850	P
USGS	11337190	2013-08-01	-840	P
USGS	11337190	2013-08-02	-2040	P
USGS	11337190	2013-08-03	-3090	P
USGS	11337190	2013-08-04	-1840	P
USGS	11337190	2013-08-05	-678	P
USGS	11337190	2013-08-06	-2180	P
USGS	11337190	2013-08-07	249	P
USGS	11337190	2013-08-08	-402	P
USGS	11337190	2013-08-09	-1980	P
USGS	11337190	2013-08-10	-436	P
USGS	11337190	2013-08-11	-1430	P
USGS	11337190	2013-08-12	-2840	P
USGS	11337190	2013-08-13	-3560	P
USGS	11337190	2013-08-14	-4520	P
USGS	11337190	2013-08-15	-5140	P
USGS	11337190	2013-08-16	-4640	P
USGS	11337190	2013-08-17	-2920	P
USGS	11337190	2013-08-18	-2370	P
USGS	11337190	2013-08-19	-4080	P
USGS	11337190	2013-08-20	-4440	P
USGS	11337190	2013-08-21	-1030	P
USGS	11337190	2013-08-22	57	P
USGS	11337190	2013-08-23	225	P
USGS	11337190	2013-08-24	-1120	P
USGS	11337190	2013-08-25	-1790	P
USGS	11337190	2013-08-26	-3110	P
USGS	11337190	2013-08-27	-4480	P
USGS	11337190	2013-08-28	-4510	P
USGS	11337190	2013-08-29	-3080	P
USGS	11337190	2013-08-30	-3700	P
USGS	11337190	2013-08-31	-4330	P
USGS	11337190	2013-09-01	-2910	P
USGS	11337190	2013-09-02	-1730	P
USGS	11337190	2013-09-03	-960	P
USGS	11337190	2013-09-04	-434	P
USGS	11337190	2013-09-05	-221	P
USGS	11337190	2013-09-06	-354	P
USGS	11337190	2013-09-07	-3410	P
USGS	11337190	2013-09-08	-3060	P
USGS	11337190	2013-09-09	-4730	P
USGS	11337190	2013-09-10	-4360	P
USGS	11337190	2013-09-11	2070	P
USGS	11337190	2013-09-12	993	P
USGS	11337190	2013-09-13	-67	P
USGS	11337190	2013-09-14	1430	P
USGS	11337190	2013-09-15	2430	P
USGS	11337190	2013-09-16	2920	P
USGS	11337190	2013-09-17	2630	P
USGS	11337190	2013-09-18	2670	P
USGS	11337190	2013-09-19	-575	P
USGS	11337190	2013-09-20	-1300	P
USGS	11337190	2013-09-21	1620	P
USGS	11337190	2013-09-22	2200	P
USGS	11337190	2013-09-23	-805	P
USGS	11337190	2013-09-24	-3560	P
USGS	11337190	2013-09-25	-1270	P
USGS	11337190	2013-09-26	849	P
USGS	11337190	2013-09-27	1150	P
USGS	11337190	2013-09-28	-335	P
USGS	11337190	2013-09-29	-224	P
USGS	11337190	2013-09-30	-346	P
USGS	11337190	2013-10-01	1070	P
USGS	11337190	2013-10-02	1260	P
USGS	11337190	2013-10-03	-459	P
USGS	11337190	2013-10-04	-945	P
USGS	11337190	2013-10-05	-1180	P
USGS	11337190	2013-10-06	-558	P
USGS	11337190	2013-10-07	-1200	P
USGS	11337190	2013-10-08	-1480	P
USGS	11337190	2013-10-09	-1040	P
USGS	11337190	2013-10-10	1350	P
USGS	11337190	2013-10-11	1870	P
USGS	11337190	2013-10-12	730	P
USGS	11337190	2013-10-13	2860	P
USGS	11337190	2013-10-14	2530	P
USGS	11337190	2013-10-15	657	P
USGS	11337190	2013-10-16	665	P
USGS	11337190	2013-10-17	-860	P
USGS	11337190	2013-10-18	-684	P
USGS	11337190	2013-10-19	1170	P
USGS	11337190	2013-10-20	362	P
USGS	11337190	2013-10-21	423	P
USGS	11337190	2013-10-22	217	P
USGS	11337190	2013-10-23	-944	P
USGS	11337190	2013-10-24	1800	P
USGS	11337190	2013-10-25	4420	P
USGS	11337190	2013-10-26	25	P
USGS	11337190	2013-10-27	-3920	P
USGS	11337190	2013-10-28	4100	P
USGS	11337190	2013-10-29	4390	P
USGS	11337190	2013-10-30	2260	P
USGS	11337190	2013-10-31	2130	P
USGS	11337190	2013-11-01	678	P
USGS	11337190	2013-11-02	-609	P
USGS	11337190	2013-11-03	299	P
USGS	11337190	2013-11-04	-1320	P
USGS	11337190	2013-11-05	477	P
USGS	11337190	2013-11-06	409	P
USGS	11337190	2013-11-07	-1350	P
USGS	11337190	2013-11-08	-614	P
USGS	11337190	2013-11-09	784	P
USGS	11337190	2013-11-10	1230	P
USGS	11337190	2013-11-11	2580	P
USGS	11337190	2013-11-12	1170	P
USGS	11337190	2013-11-13	-1360	P
USGS	11337190	2013-11-14	-3640	P
USGS	11337190	2013-11-15	-2100	P
USGS	11337190	2013-11-16	1260	P
USGS	11337190	2013-11-17	2840	P
USGS	11337190	2013-11-18	981	P
USGS	11337190	2013-11-19	1720	P
USGS	11337190	2013-11-20	1090	P
USGS	11337190	2013-11-21	2420	P
USGS	11337190	2013-11-22	3200	P
USGS	11337190	2013-11-23	4260	P
USGS	11337190	2013-11-24	4490	P
USGS	11337190	2013-11-25	2580	P
USGS	11337190	2013-11-26	-1290	P
USGS	11337190	2013-11-27	-2060	P
USGS	11337190	2013-11-28	1660	P
USGS	11337190	2013-11-29	4470	P
USGS	11337190	2013-11-30	4090	P
USGS	11337190	2013-12-01	3660	P
USGS	11337190	2013-12-02	-1100	P
USGS	11337190	2013-12-03	716	P
USGS	11337190	2013-12-04	5520	P
USGS	11337190	2013-12-05	5230	P
USGS	11337190	2013-12-06	4540	P
USGS	11337190	2013-12-07	4470	P
USGS	11337190	2013-12-08	6110	P
USGS	11337190	2013-12-09	4140	P
USGS	11337190	2013-12-10	935	P
USGS	11337190	2013-12-11	239	P
USGS	11337190	2013-12-12	-32	P
USGS	11337190	2013-12-13	643	P
USGS	11337190	2013-12-14	2990	P
USGS	11337190	2013-12-15	2580	P
USGS	11337190	2013-12-16	1730	P
USGS	11337190	2013-12-17	657	P
USGS	11337190	2013-12-18	-1080	P
USGS	11337190	2013-12-19	933	P
USGS	11337190	2013-12-20	2410	P
USGS	11337190	2013-12-21	4070	P
USGS	11337190	2013-12-22	3410	P
USGS	11337190	2013-12-23	1290	P
USGS	11337190	2013-12-24	-28	P
USGS	11337190	2013-12-25	-138	P
USGS	11337190	2013-12-26	-641	P
USGS	11337190	2013-12-27	-633	P
USGS	11337190	2013-12-28	313	P
USGS	11337190	2013-12-29	2820	P
USGS	11337190	2013-12-30	3120	P
USGS	11337190	2013-12-31	3800	P
USGS	11337190	2014-01-01	4430	P
USGS	11337190	2014-01-02	4620	P
USGS	11337190	2014-01-03	3820	P
USGS	11337190	2014-01-04	4360	P
USGS	11337190	2014-01-05	5140	P
USGS	11337190	2014-01-06	3920	P
USGS	11337190	2014-01-07	1870	P
USGS	11337190	2014-01-08	1730	P
USGS	11337190	2014-01-09	1850	P
USGS	11337190	2014-01-10	1540	P
USGS	11337190	2014-01-11	332	P
USGS	11337190	2014-01-12	3080	P
USGS	11337190	2014-01-13	3680	P
USGS	11337190	2014-01-14	1990	P
USGS	11337190	2014-01-15	1690	P
USGS	11337190	2014-01-16	1580	P
USGS	11337190	2014-01-17	1860	P
USGS	11337190	2014-01-18	2050	P
USGS	11337190	2014-01-19	2750	P
USGS	11337190	2014-01-20	2370	P
USGS	11337190	2014-01-21	1210	P
USGS	11337190	2014-01-22	-1360	P
USGS	11337190	2014-01-23	-362	P
USGS	11337190	2014-01-24	1690	P
USGS	11337190	2014-01-25	896	P
USGS	11337190	2014-01-26	20	P
USGS	11337190	2014-01-27	2380	P
USGS	11337190	2014-01-28	4760	P
USGS	11337190	2014-01-29	3790	P
USGS	11337190	2014-01-30	3140	P
USGS	11337190	2014-01-31	5780	P
USGS	11337190	2014-02-01	5780	P
USGS	11337190	2014-02-02	5070	P
USGS	11337190	2014-02-03	4370	P
USGS	11337190	2014-02-04	5360	P
USGS	11337190	2014-02-05	4600	P
USGS	11337190	2014-02-06	3840	P
USGS	11337190	2014-02-07	3720	P
USGS	11337190	2014-02-08	6070	P
USGS	11337190	2014-02-09	8210	P
USGS	11337190	2014-02-10	8660	P
USGS	11337190	2014-02-11	6450	P
USGS	11337190	2014-02-12	4810	P
USGS	11337190	2014-02-13	2750	P
USGS	11337190	2014-02-14	1140	P
USGS	11337190	2014-02-15	-676	P
USGS	11337190	2014-02-16	1290	P
USGS	11337190	2014-02-17	900	P
USGS	11337190	2014-02-18	5.5	P
USGS	11337190	2014-02-19	938	P
USGS	11337190	2014-02-20	457	P
USGS	11337190	2014-02-21	-2030	P
USGS	11337190	2014-02-22	-3040	P
USGS	11337190	2014-02-23	-388	P
USGS	11337190	2014-02-24	1340	P
USGS	11337190	2014-02-25	626	P
USGS	11337190	2014-02-26	2600	P
